Number of OTUs	Number of Clustered Sequences	Number of Replicates	Total Number of Sequences	Sample Name	Path
4	5	7	16	OSD190_6_14_KI	Bacteria;Planctomycetes;Phycisphaerae;Phycisphaerales;Phycisphaeraceae;Urania-1B-19 marine sediment group;
1	0	0	1	OSD190_6_14_KI	Bacteria;Planctomycetes;Pla3 lineage;
1	0	0	1	OSD190_6_14_KI	Bacteria;Planctomycetes;Planctomycetacia;Brocadiales;Brocadiaceae;Candidatus Scalindua;
2	3	1	6	OSD190_6_14_KI	Bacteria;Planctomycetes;Planctomycetacia;Planctomycetales;Planctomycetaceae;Blastopirellula;
1	0	0	1	OSD190_6_14_KI	Bacteria;Planctomycetes;Planctomycetacia;Planctomycetales;Planctomycetaceae;Planctomyces;
2	0	0	2	OSD190_6_14_KI	Bacteria;Planctomycetes;Planctomycetacia;Planctomycetales;Planctomycetaceae;Rhodopirellula;
1	3	1	5	OSD190_6_14_KI	Bacteria;Planctomycetes;Planctomycetacia;Planctomycetales;Planctomycetaceae;Rubripirellula;
1	0	0	1	OSD190_6_14_KI	Bacteria;Planctomycetes;Planctomycetacia;Planctomycetales;Planctomycetaceae;uncultured;
1	0	0	1	OSD190_6_14_KI	Bacteria;Poribacteria;
3	0	1	4	OSD190_6_14_KI	Bacteria;Proteobacteria;AEGEAN-245;
1	0	0	1	OSD190_6_14_KI	Bacteria;Proteobacteria;Alphaproteobacteria;Alphaproteobacteria Incertae Sedis;uncultured;
4	0	0	4	OSD190_6_14_KI	Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Brevundimonas;
1	0	0	1	OSD190_6_14_KI	Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Caulobacter;
1	0	0	1	OSD190_6_14_KI	Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Hyphomonadaceae;Litorimonas;
1	0	0	1	OSD190_6_14_KI	Bacteria;Proteobacteria;Alphaproteobacteria;Parvularculales;Parvularculaceae;
1	2	1	4	OSD190_6_14_KI	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Bradyrhizobiaceae;Bradyrhizobium;
5	8	5	18	OSD190_6_14_KI	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;OCS116 clade;
2	0	0	2	OSD190_6_14_KI	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Phyllobacteriaceae;Pseudahrensia;
2	0	0	2	OSD190_6_14_KI	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Phyllobacteriaceae;uncultured;
63	166	271	500	OSD190_6_14_KI	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;PS1 clade;
1	0	0	1	OSD190_6_14_KI	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;uncultured;
1	1	0	2	OSD190_6_14_KI	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;
1	0	0	1	OSD190_6_14_KI	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Actibacterium;
8	14	1	23	OSD190_6_14_KI	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Ascidiaceihabitans;
1	1	0	2	OSD190_6_14_KI	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Donghicola;
6	0	0	6	OSD190_6_14_KI	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Jannaschia;
4	9	18	31	OSD190_6_14_KI	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Lentibacter;
1	0	0	1	OSD190_6_14_KI	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Lutimaribacter;
1	0	0	1	OSD190_6_14_KI	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Maritimibacter;
1	0	0	1	OSD190_6_14_KI	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Oceaniovalibus;
1	0	0	1	OSD190_6_14_KI	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Octadecabacter;
3	6	29	38	OSD190_6_14_KI	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Planktomarina;
1	0	0	1	OSD190_6_14_KI	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Roseibacterium;
2	0	0	2	OSD190_6_14_KI	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Roseobacter clade NAC11-7 lineage;
2	0	0	2	OSD190_6_14_KI	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Roseovarius;
2	1	0	3	OSD190_6_14_KI	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Ruegeria;
2	9	1	12	OSD190_6_14_KI	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Sediminimonas;
1	0	0	1	OSD190_6_14_KI	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Shimia;
2	0	0	2	OSD190_6_14_KI	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Sulfitobacter;
1	0	0	1	OSD190_6_14_KI	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Thalassobius;
154	183	276	613	OSD190_6_14_KI	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;uncultured;
1	0	0	1	OSD190_6_14_KI	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Roseomonas;
6	6	4	16	OSD190_6_14_KI	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;AT-s3-44;
93	227	309	629	OSD190_6_14_KI	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;AEGEAN-169 marine group;
3	2	0	5	OSD190_6_14_KI	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;Magnetospira;
35	71	92	198	OSD190_6_14_KI	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;OM75 clade;
77	104	79	260	OSD190_6_14_KI	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;uncultured;
1	0	0	1	OSD190_6_14_KI	Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;EF100-94H03;
1	0	0	1	OSD190_6_14_KI	Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Holosporaceae;uncultured;
3	0	0	3	OSD190_6_14_KI	Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;LWSR-14;
1	0	0	1	OSD190_6_14_KI	Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;MD3-55;
26	50	52	128	OSD190_6_14_KI	Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Mitochondria;
3	0	0	3	OSD190_6_14_KI	Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Rickettsiaceae;uncultured;
1	0	0	1	OSD190_6_14_KI	Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Rickettsiales Incertae Sedis;Candidatus Hepatincola;
27	42	42	111	OSD190_6_14_KI	Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;S25-593;
145	386	428	959	OSD190_6_14_KI	Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;SAR116 clade;
3	4	0	7	OSD190_6_14_KI	Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;SAR116 clade;Candidatus Puniceispirillum;
2	0	0	2	OSD190_6_14_KI	Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;SHWN-night2;
4	6	0	10	OSD190_6_14_KI	Bacteria;Proteobacteria;Alphaproteobacteria;SAR11 clade;
1	0	0	1	OSD190_6_14_KI	Bacteria;Proteobacteria;Alphaproteobacteria;SAR11 clade;Chesapeake-Delaware Bay;
2	1	0	3	OSD190_6_14_KI	Bacteria;Proteobacteria;Alphaproteobacteria;SAR11 clade;Deep 1;
25	91	87	203	OSD190_6_14_KI	Bacteria;Proteobacteria;Alphaproteobacteria;SAR11 clade;Surface 1;
1	0	0	1	OSD190_6_14_KI	Bacteria;Proteobacteria;Alphaproteobacteria;SAR11 clade;Surface 1;Candidatus Pelagibacter;
6	13	15	34	OSD190_6_14_KI	Bacteria;Proteobacteria;Alphaproteobacteria;SAR11 clade;Surface 2;
1	2	2	5	OSD190_6_14_KI	Bacteria;Proteobacteria;Alphaproteobacteria;SAR11 clade;Surface 3;
26	54	55	135	OSD190_6_14_KI	Bacteria;Proteobacteria;Alphaproteobacteria;SAR11 clade;Surface 4;
1	0	0	1	OSD190_6_14_KI	Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Erythrobacteraceae;Altererythrobacter;
4	4	4	12	OSD190_6_14_KI	Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Erythrobacteraceae;Erythrobacter;
2	1	0	3	OSD190_6_14_KI	Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Blastomonas;
1	0	0	1	OSD190_6_14_KI	Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Novosphingobium;
3	0	0	3	OSD190_6_14_KI	Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas;
3	2	2	7	OSD190_6_14_KI	Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingopyxis;
2	0	0	2	OSD190_6_14_KI	Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingorhabdus;
1	3	0	4	OSD190_6_14_KI	Bacteria;Proteobacteria;ARKICE-90;
4	1	1	6	OSD190_6_14_KI	Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;MWH-UniP1 aquatic group;
4	11	9	24	OSD190_6_14_KI	Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Limnobacter;
1	0	3	4	OSD190_6_14_KI	Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Ralstonia;
1	0	0	1	OSD190_6_14_KI	Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Aquabacterium;
3	2	0	5	OSD190_6_14_KI	Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Hydrogenophaga;
1	1	0	2	OSD190_6_14_KI	Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Variovorax;
1	0	0	1	OSD190_6_14_KI	Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Oxalobacteraceae;Collimonas;
1	0	0	1	OSD190_6_14_KI	Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Oxalobacteraceae;Massilia;
2	1	1	4	OSD190_6_14_KI	Bacteria;Proteobacteria;Betaproteobacteria;Hydrogenophilales;Hydrogenophilaceae;uncultured;
1	0	0	1	OSD190_6_14_KI	Bacteria;Proteobacteria;Betaproteobacteria;Methylophilales;Methylophilaceae;Methylotenera;
23	29	33	85	OSD190_6_14_KI	Bacteria;Proteobacteria;Betaproteobacteria;Methylophilales;Methylophilaceae;OM43 clade;
3	0	1	4	OSD190_6_14_KI	Bacteria;Proteobacteria;Deltaproteobacteria;Bdellovibrionales;Bacteriovoracaceae;Halobacteriovorax;
1	1	0	2	OSD190_6_14_KI	Bacteria;Proteobacteria;Deltaproteobacteria;Bdellovibrionales;Bacteriovoracaceae;uncultured;
37	18	18	73	OSD190_6_14_KI	Bacteria;Proteobacteria;Deltaproteobacteria;Bdellovibrionales;Bdellovibrionaceae;OM27 clade;
21	16	9	46	OSD190_6_14_KI	Bacteria;Proteobacteria;Deltaproteobacteria;Bradymonadales;
1	0	0	1	OSD190_6_14_KI	Bacteria;Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobacteraceae;Sva0081 sediment group;
1	0	0	1	OSD190_6_14_KI	Bacteria;Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobulbaceae;Desulforhopalus;
1	0	0	1	OSD190_6_14_KI	Bacteria;Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfovibrionaceae;Desulfovibrio;
3	8	8	19	OSD190_6_14_KI	Bacteria;Proteobacteria;Deltaproteobacteria;Desulfurellales;Desulfurellaceae;H16;
2	5	6	13	OSD190_6_14_KI	Bacteria;Proteobacteria;Deltaproteobacteria;Desulfuromonadales;Geobacteraceae;Geoalkalibacter;
1	0	0	1	OSD190_6_14_KI	Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;bacteriap25;
2	1	0	3	OSD190_6_14_KI	Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;BIrii41;
8	4	4	16	OSD190_6_14_KI	Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;Blfdi19;
4	3	0	7	OSD190_6_14_KI	Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;Eel-36e1D6;
7	8	9	24	OSD190_6_14_KI	Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;P3OB-42;
5	2	2	9	OSD190_6_14_KI	Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;Sandaracinaceae;uncultured;
16	10	20	46	OSD190_6_14_KI	Bacteria;Proteobacteria;Deltaproteobacteria;NB1-j;
19	26	30	75	OSD190_6_14_KI	Bacteria;Proteobacteria;Deltaproteobacteria;Oligoflexales;Oligoflexaceae;
29	48	43	120	OSD190_6_14_KI	Bacteria;Proteobacteria;Deltaproteobacteria;SAR324 clade(Marine group B);
3	1	1	5	OSD190_6_14_KI	Bacteria;Proteobacteria;Epsilonproteobacteria;Campylobacterales;Campylobacteraceae;Arcobacter;
2	0	0	2	OSD190_6_14_KI	Bacteria;Proteobacteria;Gammaproteobacteria;Aeromonadales;Aeromonadaceae;uncultured;
2	0	0	2	OSD190_6_14_KI	Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Alteromonadaceae;
1	0	0	1	OSD190_6_14_KI	Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Alteromonadaceae;Alteromonas;
4	1	0	5	OSD190_6_14_KI	Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Alteromonadaceae;Marinobacter;
3	1	0	4	OSD190_6_14_KI	Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Alteromonadaceae;Paraglaciecola;
1	0	0	1	OSD190_6_14_KI	Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Alteromonadaceae;uncultured;
1	0	0	1	OSD190_6_14_KI	Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Colwelliaceae;Colwellia;
2	1	1	4	OSD190_6_14_KI	Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Colwelliaceae;Thalassotalea;
1	0	0	1	OSD190_6_14_KI	Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Ferrimonadaceae;Ferrimonas;
6	4	0	10	OSD190_6_14_KI	Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Idiomarinaceae;Idiomarina;
8	14	7	29	OSD190_6_14_KI	Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Pseudoalteromonadaceae;Pseudoalteromonas;
2	4	1	7	OSD190_6_14_KI	Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Psychromonadaceae;Psychromonas;
1	1	0	2	OSD190_6_14_KI	Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Shewanellaceae;Shewanella;
3	0	0	3	OSD190_6_14_KI	Bacteria;Proteobacteria;Gammaproteobacteria;Arenicellales;Arenicellaceae;uncultured;
2	0	0	2	OSD190_6_14_KI	Bacteria;Proteobacteria;Gammaproteobacteria;BD7-8 marine group;
2	0	0	2	OSD190_6_14_KI	Bacteria;Proteobacteria;Gammaproteobacteria;Cellvibrionales;Cellvibrionaceae;Candidatus Endobugula;
1	0	0	1	OSD190_6_14_KI	Bacteria;Proteobacteria;Gammaproteobacteria;Cellvibrionales;Cellvibrionaceae;Maricurvus;
4	0	0	4	OSD190_6_14_KI	Bacteria;Proteobacteria;Gammaproteobacteria;Cellvibrionales;Cellvibrionaceae;uncultured;
3	1	3	7	OSD190_6_14_KI	Bacteria;Proteobacteria;Gammaproteobacteria;Cellvibrionales;Halieaceae;Haliea;
1	0	0	1	OSD190_6_14_KI	Bacteria;Proteobacteria;Gammaproteobacteria;Cellvibrionales;Halieaceae;Halioglobus;
27	38	26	91	OSD190_6_14_KI	Bacteria;Proteobacteria;Gammaproteobacteria;Cellvibrionales;Halieaceae;OM60(NOR5) clade;
2	9	8	19	OSD190_6_14_KI	Bacteria;Proteobacteria;Gammaproteobacteria;Cellvibrionales;Halieaceae;Parahaliea;
15	17	14	46	OSD190_6_14_KI	Bacteria;Proteobacteria;Gammaproteobacteria;Cellvibrionales;Porticoccaceae;SAR92 clade;
3	0	0	3	OSD190_6_14_KI	Bacteria;Proteobacteria;Gammaproteobacteria;Cellvibrionales;Spongiibacteraceae;BD1-7 clade;
1	0	0	1	OSD190_6_14_KI	Bacteria;Proteobacteria;Gammaproteobacteria;Cellvibrionales;Spongiibacteraceae;Dasania;
1	0	0	1	OSD190_6_14_KI	Bacteria;Proteobacteria;Gammaproteobacteria;Cellvibrionales;Spongiibacteraceae;Oceanicoccus;
1	2	0	3	OSD190_6_14_KI	Bacteria;Proteobacteria;Gammaproteobacteria;Chromatiales;Chromatiaceae;Rheinheimera;
1	0	0	1	OSD190_6_14_KI	Bacteria;Proteobacteria;Gammaproteobacteria;Chromatiales;Granulosicoccaceae;Granulosicoccus;
12	14	19	45	OSD190_6_14_KI	Bacteria;Proteobacteria;Gammaproteobacteria;E01-9C-26 marine group;
9	2	0	11	OSD190_6_14_KI	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Citrobacter;
6	46	74	126	OSD190_6_14_KI	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Enterobacter;
2	0	0	2	OSD190_6_14_KI	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Escherichia-Shigella;
1	0	0	1	OSD190_6_14_KI	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Plesiomonas;
1	0	0	1	OSD190_6_14_KI	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Rahnella;
1	3	0	4	OSD190_6_14_KI	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Raoultella;
6	12	22	40	OSD190_6_14_KI	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Serratia;
2	1	0	3	OSD190_6_14_KI	Bacteria;Proteobacteria;Gammaproteobacteria;Gammaproteobacteria Incertae Sedis;Unknown Family;Marinicella;
1	0	0	1	OSD190_6_14_KI	Bacteria;Proteobacteria;Gammaproteobacteria;Gammaproteobacteria Incertae Sedis;Unknown Family;Thiohalomonas;
17	23	31	71	OSD190_6_14_KI	Bacteria;Proteobacteria;Gammaproteobacteria;Gammaproteobacteria Incertae Sedis;Unknown Family;uncultured;
4	0	1	5	OSD190_6_14_KI	Bacteria;Proteobacteria;Gammaproteobacteria;HTA4;
28	26	19	73	OSD190_6_14_KI	Bacteria;Proteobacteria;Gammaproteobacteria;KI89A clade;
15	1	2	18	OSD190_6_14_KI	Bacteria;Proteobacteria;Gammaproteobacteria;Legionellales;Coxiellaceae;Coxiella;
1	0	0	1	OSD190_6_14_KI	Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;
11	14	17	42	OSD190_6_14_KI	Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Alcanivoracaceae;Alcanivorax;
3	2	0	5	OSD190_6_14_KI	Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Hahellaceae;Endozoicomonas;
25	61	61	147	OSD190_6_14_KI	Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Halomonadaceae;Halomonas;
12	54	88	154	OSD190_6_14_KI	Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;J8P41000-1F04;
9	0	0	9	OSD190_6_14_KI	Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;JL-ETNP-Y6;
2	1	1	4	OSD190_6_14_KI	Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Litoricolaceae;Litoricola;
7	0	0	7	OSD190_6_14_KI	Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Oceanospirillaceae;Balneatrix;
6	5	0	11	OSD190_6_14_KI	Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Oceanospirillaceae;Marinobacterium;
23	50	43	116	OSD190_6_14_KI	Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Oceanospirillaceae;Pseudohongiella;
7	11	12	30	OSD190_6_14_KI	Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;OM182 clade;
231	631	975	1837	OSD190_6_14_KI	Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;SAR86 clade;
1	0	0	1	OSD190_6_14_KI	Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;SS1-B-06-26;
1	0	0	1	OSD190_6_14_KI	Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;SUP05 cluster;
16	11	4	31	OSD190_6_14_KI	Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;ZD0405;
1	0	0	1	OSD190_6_14_KI	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Acinetobacter;
1	0	0	1	OSD190_6_14_KI	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Psychrobacter;
8	4	4	16	OSD190_6_14_KI	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;
1	0	0	1	OSD190_6_14_KI	Bacteria;Proteobacteria;Gammaproteobacteria;PYR10d3;
1	0	0	1	OSD190_6_14_KI	Bacteria;Proteobacteria;Gammaproteobacteria;Salinisphaerales;Salinisphaeraceae;Oceanococcus;
8	16	18	42	OSD190_6_14_KI	Bacteria;Proteobacteria;Gammaproteobacteria;Salinisphaerales;Salinisphaeraceae;Salinisphaera;
34	38	59	131	OSD190_6_14_KI	Bacteria;Proteobacteria;Gammaproteobacteria;Salinisphaerales;Salinisphaeraceae;ZD0417 marine group;
1	1	0	2	OSD190_6_14_KI	Bacteria;Proteobacteria;Gammaproteobacteria;Sva0071;
1	1	0	2	OSD190_6_14_KI	Bacteria;Proteobacteria;Gammaproteobacteria;Thiotrichales;EV818SWSAP88;
1	0	0	1	OSD190_6_14_KI	Bacteria;Proteobacteria;Gammaproteobacteria;Thiotrichales;Francisellaceae;Francisella;
1	0	0	1	OSD190_6_14_KI	Bacteria;Proteobacteria;Gammaproteobacteria;Thiotrichales;Piscirickettsiaceae;uncultured;
1	0	0	1	OSD190_6_14_KI	Bacteria;Proteobacteria;Gammaproteobacteria;Thiotrichales;Thiotrichaceae;Cocleimonas;
1	2	0	3	OSD190_6_14_KI	Bacteria;Proteobacteria;Gammaproteobacteria;Thiotrichales;Thiotrichaceae;Leucothrix;
3	4	1	8	OSD190_6_14_KI	Bacteria;Proteobacteria;Gammaproteobacteria;Thiotrichales;Thiotrichaceae;Thiothrix;
1	0	0	1	OSD190_6_14_KI	Bacteria;Proteobacteria;Gammaproteobacteria;Thiotrichales;Thiotrichaceae;uncultured;
1	0	0	1	OSD190_6_14_KI	Bacteria;Proteobacteria;Gammaproteobacteria;Thiotrichales;Thiotrichales Incertae Sedis;Caedibacter;
6	4	1	11	OSD190_6_14_KI	Bacteria;Proteobacteria;Gammaproteobacteria;Thiotrichales;Thiotrichales Incertae Sedis;Candidatus Endoecteinascidia;
7	5	2	14	OSD190_6_14_KI	Bacteria;Proteobacteria;Gammaproteobacteria;uncultured;
1	0	0	1	OSD190_6_14_KI	Bacteria;Proteobacteria;Gammaproteobacteria;Vibrionales;Vibrionaceae;Enterovibrio;
2	0	0	2	OSD190_6_14_KI	Bacteria;Proteobacteria;Gammaproteobacteria;Vibrionales;Vibrionaceae;Grimontia;
3	0	0	3	OSD190_6_14_KI	Bacteria;Proteobacteria;Gammaproteobacteria;Vibrionales;Vibrionaceae;Photobacterium;
7	5	8	20	OSD190_6_14_KI	Bacteria;Proteobacteria;Gammaproteobacteria;Vibrionales;Vibrionaceae;Vibrio;
11	9	13	33	OSD190_6_14_KI	Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;JTB255 marine benthic group;
1	1	0	2	OSD190_6_14_KI	Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Nevskiaceae;Nevskia;
1	0	0	1	OSD190_6_14_KI	Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Solimonadaceae;Fontimonas;
1	1	1	3	OSD190_6_14_KI	Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Solimonadaceae;Polycyclovorans;
2	2	0	4	OSD190_6_14_KI	Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;uncultured;
2	4	0	6	OSD190_6_14_KI	Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Stenotrophomonas;
1	0	0	1	OSD190_6_14_KI	Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadales Incertae Sedis;Steroidobacter;
2	2	0	4	OSD190_6_14_KI	Bacteria;Proteobacteria;JdFBHP3;
1	0	0	1	OSD190_6_14_KI	Bacteria;Proteobacteria;Proteobacteria Incertae Sedis;Unknown Order;Unknown Family;Candidatus Tenderia;
6	6	3	15	OSD190_6_14_KI	Bacteria;Proteobacteria;SPOTSOCT00m83;
7	14	23	44	OSD190_6_14_KI	Bacteria;SBR1093;
1	0	0	1	OSD190_6_14_KI	Bacteria;Tectomicrobia;
5	8	3	16	OSD190_6_14_KI	Bacteria;Verrucomicrobia;Arctic97B-4 marine group;
2	3	1	6	OSD190_6_14_KI	Bacteria;Verrucomicrobia;OPB35 soil group;
1	0	0	1	OSD190_6_14_KI	Bacteria;Verrucomicrobia;Opitutae;A714019;
13	8	1	22	OSD190_6_14_KI	Bacteria;Verrucomicrobia;Opitutae;MB11C04 marine group;
1	1	1	3	OSD190_6_14_KI	Bacteria;Verrucomicrobia;Opitutae;Puniceicoccales;Puniceicoccaceae;Cerasicoccus;
3	3	1	7	OSD190_6_14_KI	Bacteria;Verrucomicrobia;Opitutae;Puniceicoccales;Puniceicoccaceae;Lentimonas;
1	1	1	3	OSD190_6_14_KI	Bacteria;Verrucomicrobia;Opitutae;Puniceicoccales;Puniceicoccaceae;Pelagicoccus;
8	9	11	28	OSD190_6_14_KI	Bacteria;Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;DEV007;
2	0	0	2	OSD190_6_14_KI	Bacteria;Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;Rubritaleaceae;Rubritalea;
10	8	28	46	OSD190_6_14_KI	Bacteria;Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;Verrucomicrobiaceae;Roseibacillus;
